timestamp,mode,auto_type,gps_ok,gps_mode,latitude,longitude,altitude_m,fix_quality,satellites,hdop,h_error_m,bookmark
2026-03-15T23:06:00.700,MANUAL,Camera,False,Invalid,,,,0,,0.95,,False
2026-03-15T23:06:00.900,MANUAL,Camera,False,Invalid,,,,0,,0.95,,False
2026-03-15T23:06:01.100,MANUAL,Camera,False,Invalid,,,,0,,0.95,,False
2026-03-15T23:06:01.300,MANUAL,Camera,True,GPS,52.337110200000005,-0.07218436,10.447,1,14,0.95,,False
2026-03-15T23:06:01.501,MANUAL,Camera,True,GPS,52.337110200000005,-0.07218436,10.447,1,14,0.95,,False
2026-03-15T23:06:01.701,MANUAL,Camera,True,GPS,52.337110200000005,-0.07218436,10.447,1,14,0.95,,False
2026-03-15T23:06:01.901,MANUAL,Camera,True,GPS,52.337110200000005,-0.07218436,10.447,1,14,0.95,,False
2026-03-15T23:06:02.101,MANUAL,Camera,True,GPS,52.337110200000005,-0.07218436,10.447,1,14,0.95,,False
2026-03-15T23:06:02.301,MANUAL,Camera,True,GPS,52.33710873166667,-0.07218633833333334,10.737,1,14,0.95,,False
2026-03-15T23:06:02.501,MANUAL,Camera,True,GPS,52.33710873166667,-0.07218633833333334,10.737,1,14,0.95,,False
2026-03-15T23:06:02.702,MANUAL,Camera,True,GPS,52.33710873166667,-0.07218633833333334,10.737,1,14,0.95,,False
2026-03-15T23:06:02.902,MANUAL,Camera,True,GPS,52.33710873166667,-0.07218633833333334,10.737,1,14,0.95,,False
2026-03-15T23:06:03.102,MANUAL,Camera,True,GPS,52.33710655833333,-0.07218853666666666,11.128,1,14,0.99,,False
2026-03-15T23:06:03.302,MANUAL,Camera,True,GPS,52.33710655833333,-0.07218853666666666,11.128,1,14,0.99,,False
2026-03-15T23:06:03.502,MANUAL,Camera,True,GPS,52.33710655833333,-0.07218853666666666,11.128,1,14,0.99,,False
2026-03-15T23:06:03.702,MANUAL,Camera,True,GPS,52.33710655833333,-0.07218853666666666,11.128,1,14,0.99,,False
2026-03-15T23:06:03.903,MANUAL,Camera,True,GPS,52.33710655833333,-0.07218853666666666,11.128,1,14,0.99,,False
2026-03-15T23:06:04.103,MANUAL,Camera,True,GPS,52.33710655833333,-0.07218853666666666,11.128,1,14,0.99,,False
2026-03-15T23:06:04.303,MANUAL,Camera,True,GPS,52.33710595666666,-0.07219037666666667,11.508,1,14,0.95,,False
2026-03-15T23:06:04.503,MANUAL,Camera,True,GPS,52.33710595666666,-0.07219037666666667,11.508,1,14,0.95,,False
2026-03-15T23:06:04.703,MANUAL,Camera,True,GPS,52.33710595666666,-0.07219037666666667,11.508,1,14,0.95,,False
2026-03-15T23:06:04.903,MANUAL,Camera,True,GPS,52.33710595666666,-0.07219037666666667,11.508,1,14,0.95,,False
2026-03-15T23:06:05.104,MANUAL,Camera,True,GPS,52.33710595666666,-0.07219037666666667,11.508,1,14,0.95,,False
2026-03-15T23:06:05.304,MANUAL,Camera,True,GPS,52.33710421833333,-0.07219268333333333,11.697,1,14,0.95,,False
2026-03-15T23:06:05.504,MANUAL,Camera,True,GPS,52.33710421833333,-0.07219268333333333,11.697,1,14,0.95,,False
2026-03-15T23:06:05.704,MANUAL,Camera,True,GPS,52.33710421833333,-0.07219268333333333,11.697,1,14,0.95,,False
2026-03-15T23:06:05.904,MANUAL,Camera,True,GPS,52.33710421833333,-0.07219268333333333,11.697,1,14,0.95,,False
2026-03-15T23:06:06.105,MANUAL,Camera,True,GPS,52.33710421833333,-0.07219268333333333,11.697,1,14,0.95,,False
2026-03-15T23:06:06.305,MANUAL,Camera,True,GPS,52.337104186666664,-0.07219366666666667,11.595,1,15,0.89,,False
2026-03-15T23:06:06.505,MANUAL,Camera,True,GPS,52.337104186666664,-0.07219366666666667,11.595,1,15,0.89,,False
2026-03-15T23:06:06.705,MANUAL,Camera,True,GPS,52.337104186666664,-0.07219366666666667,11.595,1,15,0.89,,False
2026-03-15T23:06:06.905,MANUAL,Camera,True,GPS,52.337104186666664,-0.07219366666666667,11.595,1,15,0.89,,False
2026-03-15T23:06:07.105,MANUAL,Camera,True,GPS,52.337104186666664,-0.07219366666666667,11.595,1,15,0.89,,False
2026-03-15T23:06:07.306,MANUAL,Camera,True,GPS,52.337103088333336,-0.07219297833333332,11.218,1,15,0.89,,False
2026-03-15T23:06:07.506,MANUAL,Camera,True,GPS,52.337103088333336,-0.07219297833333332,11.218,1,15,0.89,,False
2026-03-15T23:06:07.706,MANUAL,Camera,True,GPS,52.337103088333336,-0.07219297833333332,11.218,1,15,0.89,,False
2026-03-15T23:06:07.906,MANUAL,Camera,True,GPS,52.337103088333336,-0.07219297833333332,11.218,1,15,0.89,,False
2026-03-15T23:06:08.106,MANUAL,Camera,True,GPS,52.337103088333336,-0.07219297833333332,11.218,1,15,0.89,,False
2026-03-15T23:06:08.306,MANUAL,Camera,True,GPS,52.33710396666667,-0.07219236833333334,10.989,1,14,0.89,,False
2026-03-15T23:06:08.507,MANUAL,Camera,True,GPS,52.33710396666667,-0.07219236833333334,10.989,1,14,0.89,,False
2026-03-15T23:06:08.707,MANUAL,Camera,True,GPS,52.33710396666667,-0.07219236833333334,10.989,1,14,0.89,,False
2026-03-15T23:06:08.907,MANUAL,Camera,True,GPS,52.33710396666667,-0.07219236833333334,10.989,1,14,0.89,,False
2026-03-15T23:06:09.107,MANUAL,Camera,True,GPS,52.33710396666667,-0.07219236833333334,10.989,1,14,0.89,,False
2026-03-15T23:06:09.307,MANUAL,Camera,True,GPS,52.33710413833334,-0.07219133666666666,10.573,1,14,0.93,,False
2026-03-15T23:06:09.508,MANUAL,Camera,True,GPS,52.33710413833334,-0.07219133666666666,10.573,1,14,0.93,,False
2026-03-15T23:06:09.709,MANUAL,Camera,True,GPS,52.33710413833334,-0.07219133666666666,10.573,1,14,0.93,,False
2026-03-15T23:06:09.909,MANUAL,Camera,True,GPS,52.33710413833334,-0.07219133666666666,10.573,1,14,0.93,,False
2026-03-15T23:06:10.109,MANUAL,Camera,True,GPS,52.33710413833334,-0.07219133666666666,10.573,1,14,0.93,,False
2026-03-15T23:06:10.309,MANUAL,Camera,True,GPS,52.33710458666666,-0.07219186666666667,10.249,1,14,0.89,,False
2026-03-15T23:06:10.509,MANUAL,Camera,True,GPS,52.33710458666666,-0.07219186666666667,10.249,1,14,0.89,,False
2026-03-15T23:06:10.710,MANUAL,Camera,True,GPS,52.33710458666666,-0.07219186666666667,10.249,1,14,0.89,,False
2026-03-15T23:06:10.910,MANUAL,Camera,True,GPS,52.33710458666666,-0.07219186666666667,10.249,1,14,0.89,,False
2026-03-15T23:06:11.110,MANUAL,Camera,True,GPS,52.33710458666666,-0.07219186666666667,10.249,1,14,0.89,,False
2026-03-15T23:06:11.310,MANUAL,Camera,True,GPS,52.337104795,-0.07219374333333332,10.052,1,14,0.93,,False
2026-03-15T23:06:11.510,MANUAL,Camera,True,GPS,52.337104795,-0.07219374333333332,10.052,1,14,0.93,,False
2026-03-15T23:06:11.710,MANUAL,Camera,True,GPS,52.337104795,-0.07219374333333332,10.052,1,14,0.93,,False
2026-03-15T23:06:11.911,MANUAL,Camera,True,GPS,52.337104795,-0.07219374333333332,10.052,1,14,0.93,,False
2026-03-15T23:06:12.111,MANUAL,Camera,True,GPS,52.337104795,-0.07219374333333332,10.052,1,14,0.93,,False
2026-03-15T23:06:12.311,MANUAL,Camera,True,GPS,52.33710525666667,-0.07219479333333334,9.853,1,14,1.0,,False
2026-03-15T23:06:12.511,MANUAL,Camera,True,GPS,52.33710525666667,-0.07219479333333334,9.853,1,14,1.0,,False
2026-03-15T23:06:12.711,MANUAL,Camera,True,GPS,52.33710525666667,-0.07219479333333334,9.853,1,14,1.0,,False
2026-03-15T23:06:12.911,MANUAL,Camera,True,GPS,52.33710525666667,-0.07219479333333334,9.853,1,14,1.0,,False
2026-03-15T23:06:13.112,MANUAL,Camera,True,GPS,52.33710633833333,-0.07219665333333333,9.869,1,14,0.93,,False
2026-03-15T23:06:13.312,MANUAL,Camera,True,GPS,52.33710633833333,-0.07219665333333333,9.869,1,14,0.93,,False
2026-03-15T23:06:13.512,MANUAL,Camera,True,GPS,52.33710633833333,-0.07219665333333333,9.869,1,14,0.93,,False
2026-03-15T23:06:13.712,MANUAL,Camera,True,GPS,52.33710633833333,-0.07219665333333333,9.869,1,14,0.93,,False
2026-03-15T23:06:13.912,MANUAL,Camera,True,GPS,52.33710633833333,-0.07219665333333333,9.869,1,14,0.93,,False
2026-03-15T23:06:14.113,MANUAL,Camera,True,GPS,52.33710726666666,-0.07219801166666667,9.929,1,14,0.95,,False
2026-03-15T23:06:14.313,MANUAL,Camera,True,GPS,52.33710726666666,-0.07219801166666667,9.929,1,14,0.95,,False
2026-03-15T23:06:14.513,MANUAL,Camera,True,GPS,52.33710726666666,-0.07219801166666667,9.929,1,14,0.95,,False
2026-03-15T23:06:14.713,MANUAL,Camera,True,GPS,52.33710726666666,-0.07219801166666667,9.929,1,14,0.95,,False
2026-03-15T23:06:14.913,MANUAL,Camera,True,GPS,52.33710726666666,-0.07219801166666667,9.929,1,14,0.95,,False
2026-03-15T23:06:15.113,MANUAL,Camera,True,GPS,52.33710726666666,-0.07219801166666667,9.929,1,14,0.95,,False
2026-03-15T23:06:15.314,MANUAL,Camera,True,GPS,52.33710777833333,-0.07220018,10.116,1,14,1.0,,False
2026-03-15T23:06:15.514,MANUAL,Camera,True,GPS,52.33710777833333,-0.07220018,10.116,1,14,1.0,,False
2026-03-15T23:06:15.714,MANUAL,Camera,True,GPS,52.33710777833333,-0.07220018,10.116,1,14,1.0,,False
2026-03-15T23:06:15.914,MANUAL,Camera,True,GPS,52.33710777833333,-0.07220018,10.116,1,14,1.0,,False
2026-03-15T23:06:16.114,MANUAL,Camera,True,GPS,52.33710777833333,-0.07220018,10.116,1,14,1.0,,False
2026-03-15T23:06:16.314,MANUAL,Camera,True,GPS,52.33710826666667,-0.07220126833333333,10.32,1,15,1.0,,False
2026-03-15T23:06:16.515,MANUAL,Camera,True,GPS,52.33710826666667,-0.07220126833333333,10.32,1,15,1.0,,False
2026-03-15T23:06:16.715,MANUAL,Camera,True,GPS,52.33710826666667,-0.07220126833333333,10.32,1,15,1.0,,False
2026-03-15T23:06:16.915,MANUAL,Camera,True,GPS,52.33710826666667,-0.07220126833333333,10.32,1,15,1.0,,False
2026-03-15T23:06:17.115,MANUAL,Camera,True,GPS,52.33710826833333,-0.07220111833333333,10.297,1,15,1.05,,False
2026-03-15T23:06:17.315,MANUAL,Camera,True,GPS,52.33710826833333,-0.07220111833333333,10.297,1,15,1.05,,False
2026-03-15T23:06:17.515,MANUAL,Camera,True,GPS,52.33710826833333,-0.07220111833333333,10.297,1,15,1.05,,False
2026-03-15T23:06:17.716,MANUAL,Camera,True,GPS,52.33710826833333,-0.07220111833333333,10.297,1,15,1.05,,False
2026-03-15T23:06:17.916,MANUAL,Camera,True,GPS,52.33710826833333,-0.07220111833333333,10.297,1,15,1.05,,False
2026-03-15T23:06:18.116,MANUAL,Camera,True,GPS,52.33710826833333,-0.07220111833333333,10.297,1,15,1.05,,False
2026-03-15T23:06:18.316,MANUAL,Camera,True,GPS,52.337108545,-0.07220127000000001,10.43,1,15,1.0,,False
2026-03-15T23:06:18.516,MANUAL,Camera,True,GPS,52.337108545,-0.07220127000000001,10.43,1,15,1.0,,False
2026-03-15T23:06:18.716,MANUAL,Camera,True,GPS,52.337108545,-0.07220127000000001,10.43,1,15,1.0,,False
2026-03-15T23:06:18.917,MANUAL,Camera,True,GPS,52.337108545,-0.07220127000000001,10.43,1,15,1.0,,False
2026-03-15T23:06:19.117,MANUAL,Camera,True,GPS,52.337108545,-0.07220127000000001,10.43,1,15,1.0,,False
2026-03-15T23:06:19.317,MANUAL,Camera,True,GPS,52.33710825,-0.07219966000000001,10.677,1,15,1.0,,False
2026-03-15T23:06:19.517,MANUAL,Camera,True,GPS,52.33710825,-0.07219966000000001,10.677,1,15,1.0,,False
2026-03-15T23:06:19.717,MANUAL,Camera,True,GPS,52.33710825,-0.07219966000000001,10.677,1,15,1.0,,False
2026-03-15T23:06:19.918,MANUAL,Camera,True,GPS,52.33710825,-0.07219966000000001,10.677,1,15,1.0,,False
2026-03-15T23:06:20.118,MANUAL,Camera,True,GPS,52.337106825,-0.07219869,10.809,1,15,1.0,,False
2026-03-15T23:06:20.318,MANUAL,Camera,True,GPS,52.337106825,-0.07219869,10.809,1,15,1.0,,False
2026-03-15T23:06:20.518,MANUAL,Camera,True,GPS,52.337106825,-0.07219869,10.809,1,15,1.0,,False
2026-03-15T23:06:20.719,MANUAL,Camera,True,GPS,52.337106825,-0.07219869,10.809,1,15,1.0,,False
